network,code,province,location,digitizer_type,UPT,longitude,latitude
IA,LMJSI,Jambi,"LembahMasurai,Merangin",Guralp-Minimus+2024-Idirect,Stageof-Kepahiang,101.9034,-2.3786
IA,LMNI,NTT,Lembata,Quantera-Q8-2024-Idirect,Stageof-Kupang,123.716,-8.23386
IA,LMTI,NTT,"Langke-Rembong,Manggarai",Nanometrics-Centaur-2019-GSM,Stageof-Sumbawa-Timur,120.4771,-8.6011
IA,LOCM,SulawesiTengah,"Lore-Tengah,Poso",Quantera-Q8-2024-Idirect,Stageof-Palu,120.1825,-1.6502
IA,LOMSI,SulawesiTenggara,"Lohia,Muna",Quantera-Q8-2023-Idirect,Stageof-Kendari,122.74157,-4.91095
IA,LPCM,SulawesiSelatan,"Lembang,Pinrang",Nanometrics-Centaur-2019-VSATPSN,Stageof-Gowa,119.72,-3.501
IA,LPSM,SumateraBarat,"Lengayang,Pesisir-Selatan",Nanometrics-Centaur-2019-Libra,Stageof-Padang-Panjang,100.7199,1.7081
IA,LRTI,NTT,Larantuka,Nanometrics-Centaur-2023-GSM,Stageof-Alor,123,-8.2752
IA,LSCM,SulawesiSelatan,"Lalabati-Rilau,Soppeng",Nanometrics-Centaur-2019-GSM,Stageof-Gowa,119.8987,-4.365
IA,LSNI,NTB,"Lunyuk,Sumbawa",Guralp-Minimus+2021-Idirect,Stageof-Mataram,117.218239,-8.966651
IA,LTNI,NTB,Lombok-Timur,Guralp-Minimus+2021-Idirect,Stageof-Mataram,116.484734,-8.768723
IA,LTNSI,SumateraUtara,"Lahewa Timur,Nias Utara",Quantera-Q8-2023-Idirect,Stageof-Gunung-Sitoli,97.32,1.336
IA,LTSM,SumateraUtara,"Lumut,Tapanuli-Tengah",Nanometrics-Centaur-2019-Idirect,Stageof-Gunung-Sitoli,98.9305,1.5294
IA,LUCM,SulawesiTengah,"Lore-Utara,Poso",Nanometrics-Centaur-2019-Libra,Stageof-Palu,120.3225,-1.4262
IA,LUJI,JawaTimur,"Lumbang,Pasuruan",Kinemetrics-Q330S+2019-Idirect,Stageof-Pasuruan,113.0107,-7.826
IA,LUWI,SulawesiTengah,Luwuk,Kinemetrics-Q330-2008-Idirect,Stageof-Palu,122.7716,-1.0418
IA,LWLI,Lampung,"Liwa,LampungBarat",Guralp-Minimus+2024-Idirect,Stageof-Lampung-Utara,104.0589,-5.01745
IA,MABKI,KalimantanTimur,"Maratua,Berau",Guralp-Minimus+2023-Idirect,Stageof-Balikpapan,118.5676,2.2433
IA,MAKBI,Bali,"Manggis,Karangasem",Quantera-Q8-2023-Idirect,Stageof-Denpasar,115.505,-8.487
IA,MAKKI,KalimantanBarat,"Kep.Karimata,KayongUtara",Guralp-Minimus+2023-Idirect,Stageof-Sleman,108.796982,-1.582298
IA,MASFI,NusaTenggaraTimur,"Magepanda,Sikka",Quantera-Q8-2023-Idirect,Stageof-Kupang,122.032,-8.537
IA,MASI,Bengkulu,"LebongSakti,Lebong",Guralp-Minimus+2024-Idirect,Stageof-Kepahiang,102.2397,-3.14149
IA,MASM,Aceh,"Masjid-Raya,Aceh-Besar",Nanometrics-Centaur-2019-GSM,Stageof-Aceh-Besar,95.5186,5.4996
IA,MASSI,SulawesiUtara,"Marore,KepulauanSangihe",Quantera-Q8-2023-Idirect,Stageof-Manado,125.479,4.733
IA,MBBI,Jambi,"Muara-Bungo,Bungo",Kinemetrics-Q330S+2019-GSM,Stageof-Kepahiang,102.098745,-1.5410033
IA,MBJI,JawaTengah,Majalengka-Banjarnegara,Meisei-G1019-2018-Idirect,Stageof-Banjarnegara,109.6322,-7.4488
IA,MBPI,PapuaBarat,"Manimeri,Teluk-Bintuni",Nanometrics-Centaur-2019-Libra,Stageof-Sorong,133.7322,-2.035
IA,MBRPI,PapuaBarat,"MisoolBarat,RajaAmpat",Quantera-Q8-2023-Idirect,Stageof-Sorong,130.407,-1.771
IA,MBSM,Bengkulu,"Marga-Sakti-Seblat,Bengkulu-Utara",Nanometrics-Centaur-2019-GSM,Stageof-Kepahiang,101.83734,-3.145246
IA,MDSI,SumateraSelatan,Muara-Dua,Nanometrics-Centaur6-2018-GSM,Stageof-Tangerang,104.1782,-4.486
IA,MGAI,SulawesiUtara,Melonguane-Kep-Talaud,Nanometrics-Centaur6-2021-GSM,Stageof-Manado,126.67,4.0079
IA,MIBPI,Papua,"Mindiptana,BovenDigoel",Quantera-Q8-2023-Idirect,Stageof-Angkasa,140.709,-5.879
IA,MIPI,Papua,"Mimika-Baru,Mimika",Nanometrics-Centaur-2019-Idirect,Stageof-Nabire,136.8935,-4.5301
IA,MISSI,SulawesiUtara,"Miangas,KepulauanTalaud",Quantera-Q8-2023-Idirect,Stageof-Manado,126.58147,5.552612
IA,MKBI,Bengkulu,"Muko-Muko,Bengkulu",Guralp-Minimus+2021-Idirect,Stageof-Kepahiang,101.2396,-2.4474
IA,MKJM,JawaTengah,"Manisrenggo,Klaten",Nanometrics-Centaur-2019-GSM,Stageof-Banjarnegara,110.4834,-7.6629
IA,MKS,SulawesiSelatan,"SombaOpu,Gowa",Guralp-Minimus+2024-Idirect,Stageof-Gowa,119.4696,-5.21776
IA,MKSM,Bengkulu,"Muara-Sahung,Kaur",Nanometrics-Centaur-2019-VSATPSN,Stageof-Kepahiang,103.360268,-4.57103
IA,MLJI,JawaTimur,Malang,Nanometrics-Centaur-2023-GSM,Stageof-Malang,112.4467,-8.1575
IA,MLJM,JawaTimur,"Mantup,Lamongan",Nanometrics-Centaur-2019-GSM,Stageof-Pasuruan,112.3379,-7.2483
IA,MLMMI,Maluku,"MoaLakor,MalukuBaratDaya",Quantera-Q8-2023-Idirect,Stageof-Ambon,127.792,-8.148
IA,MLSI,Aceh,"Beutong,NaganRaya",Guralp-Minimus+2024-Idirect,Stageof-Aceh-Selatan,96.4003999,4.266901
IA,MMCI,SulawesiBarat,"Mamasa,Mamasa",Nanometrics-Centaur-2019-GSM,Stageof-Gowa,119.3628,-2.9556
IA,MMPI,PapuaSelatan,"Merauke,Merauke",Guralp-Minimus+2024-Idirect,Stageof-Angkasa,140.4142,-8.51811
IA,MMRI,NTT,"Maumere,Flores",Kinemetrics-Q330-2006-GSM,Stageof-Kupang,122.2376,-8.6357
IA,MMSI,SulawesiBarat,Mamuju,GuralpMinimus+2022-VSATPSN,Stageof-Gowa,118.909,-2.6892
IA,MNAI,Bengkulu,Manna,Kinemetrics-Q330-2006-Idirect,Stageof-Kepahiang,102.9557,-4.3605
IA,MNI,SulawesiUtara,Manado,Meisei-G1019-2018-Idirect,Stageof-Manado,124.84,1.444
IA,MNSI,SumateraUtara,Mandailing-Natal,Guralp-Minimus+2021-Idirect,Stageof-Gunung-Sitoli,99.5796,0.7955
IA,MPSI,SulawesiTengah,Mapaga,Nanometrics-Centaur6-2021-Idirect,Stageof-Palu,119.898,0.3374
IA,MPSM,SumateraBarat,"Mapat-Tunggul,Pasaman",Nanometrics-Centaur-2019-Idirect,Stageof-Padang-Panjang,100.1384,0.5892
IA,MRSI,Gorontalo,Marisa,Nanometrics-Centaur-2023-GSM,Stageof-Gorontalo,121.9406,0.4771
IA,MSAI,Maluku,"Amahai,Masohi",Guralp-Minimus+2021-GSM,Stageof-Ambon,128.9285,-3.3462
IA,MSCM,SulawesiSelatan,"Masamba,Luwu-Utara",Nanometrics-Centaur-2019-Libra,Stageof-Gowa,120.332,-2.534
IA,MSHHI,MalukuUtara,"Maba Selatan,Halmahera Timur",Quantera-Q8-2023-Idirect,Stageof-Ternate,128.425,0.629
IA,MTAI,MalukuUtara,Morotai,Nanometrics-Centaur-2023-Idirect,Stageof-Ternate,128.2758,2.198
IA,MTCM,SulawesiSelatan,"Malili,Luwu-Timur",Nanometrics-Centaur-2019-Libra,Balai-IV-Makassar,121.118,-2.61
IA,MTJPI,Papua,"MuaraTami,Jayapura",Quantera-Q8-2023-Idirect,Stageof-Angkasa,140.864,-2.627
IA,MTKI,KalimantanTengah,Muara-Teweh,Guralp-Minimus+2021-GSM,Stageof-Balikpapan,114.8959,-0.9418
IA,MTMPI,Papua,"MamberamoTengah,MamberamoRaya,",Quantera-Q8-2023-Idirect,Stageof-Angkasa,138.037,-2.305
IA,MTMTI,NusaTenggaraTimur,"Malaka Tengah, Malaka",Quantera-Q8-2023-Idirect,Stageof-Kupang,124.875,-9.585
IA,MTSI,SumateraUtara,"Manduamas,Tapanuli-Tengah",Nanometrics-Centaur-2019-GSM,Stageof-Gunung-Sitoli,98.2527,2.1527
IA,MTSM,SumateraSelatan,"Muara-Dua,Oku-Selatan",Nanometrics-Centaur-2019-Libra,Stageof-Lampung-Utara,103.509,-4.3053
IA,MUMUI,MalukuUtara,"Mangoli Utara,KepulauanSula",Quantera-Q8-2023-Idirect,Stageof-Ternate,125.481,-1.785
IA,MUTSI,SumateraUtara,"Muara,Tapanuli Utara",Quantera-Q8-2023-Idirect,Stageof-Deliserdang,98.965,2.3
IA,MWPI,PapuaBarat,Manokwari,Guralp-Minimus+2022-GSM,Stageof-Sorong,134.0431,-0.9258
IA,NANFI,NusaTenggaraTimur,"Nangaroro,Nagekeo",Quantera-Q8-2023-Idirect,Stageof-Kupang,121.302,-8.761
IA,NBMI,Maluku,"Namrole,Buru-Selatan",Nanometrics-Centaur-2019-GSM,Stageof-Ambon,126.419,-3.7113
IA,NBPI,Papua,Nabire,Guralp-Minimus+2021-GSM,Balai-V-Jayapura,135.4972,-3.3656
IA,NGJI,JawaTimur,Ngawi,Guralp-Minimus+2021-GSM,Stageof-Nganjuk,111.4612,-7.3676
IA,NJBM,Bali,Negara,Kinemetrics-Q330S+2020-Idirect,Stageof-Denpasar,114.6171,-8.3099
IA,NJLSI,Lampung,"BandarNegeriSuoh,LampungBarat",Guralp-Minimus+2024-Idirect,Stageof-Lampung-Utara,104.2796,-5.195
IA,NKBI,Bali,"Nusa-Penida,Klungkung",Kinemetrics-Q330S+2019-GSM,Stageof-Denpasar,115.5259633,-8.726115
IA,NKKI,KalimantanBarat,Nanga-Tayap,Nanometrics-Centaur-2019-GSM,Stageof-Sleman,110.5666,-1.56
IA,NKLSI,SulawesiTengah,"Kulawi,Sigi",Guralp-Minimus+2024-Idirect,Stageof-Palu,119.9737,-1.38537
IA,NLAI,Maluku,"Namlea,Buru",Guralp-Minimus+2024-Idirect,Stageof-Ambon,127.0998,-3.23891
IA,NSBMM,Maluku,Seram-Barat,Kinemetrics-Q330S+2020-GSM,Stageof-Ambon,128.2096,-3.0828
IA,OBMI,MalukuUtara,Pulau-Obi,Guralp-Minimus+2022-GSM,Stageof-Ternate,127.6444,-1.3414
IA,OBMPI,Papua,"Obaa,Mappi",Quantera-Q8-2023-Idirect,Stageof-Angkasa,139.3,-6.555
IA,OMBFM,NTT,"Komodo,ManggaraiBarat",Kinemetrics-Q330S+2020-Idirect,Stageof-Kupang,119.8247,-8.691
IA,ONSM,SumateraUtara,"Onan-Ganjang,Humbang-Hasundutan",Nanometrics-Centaur-2020-Libra,Stageof-Deli-Serdang,98.63,2.1598
IA,PAASI,Aceh,"Pulo Aceh,Aceh Besar",Quantera-Q8-2023-Idirect,Stageof-Aceh-Besar,95.129,5.671
IA,PABI,SumateraBarat,"Pasaman,Pasaman-Barat",Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,99.8719,0.1241
IA,PABKI,KalimantanSelatan,"Paramasan,Banjar",Guralp-Minimus+2023-Idirect,Stageof-Balikpapan,115.36422,-3.112172
IA,PAFM,NTT,"Pantar-Tengah,Alor",Kinemetrics-Q330S+2020-GSM,Stageof-Alor,124.1283,-8.3832
IA,PAKI,KalimantanTimur,Paser,Guralp-Minimus+2021-GSM,Stageof-Balikpapan,116.19141,-1.909218
IA,PASJI,Banten,"Padarincang,Serang",Quantera-Q8-2023-Idirect,Stageof-Tangerang,105.9835,-6.212
IA,PASMI,SumateraBarat,"PagaiSelatan,KepulauanMentawai",Quantera-Q8-2023-Idirect,Stageof-PadangPanjang,100.2028,-2.9646
IA,PASSI,SumateraBarat,"PayungSekaki,Solok",Guralp-Minimus+2024-Idirect,Stageof-Padang-Panjang,100.7515,-0.87201
IA,PBCI,SulawesiUtara,"Bolaang-Uki,Bolaang-Mongondow-Selatan",Nanometrics-Centaur-2019-VSATPSN,Stageof-Manado,124.0396,0.383
IA,PBJI,JawaBarat,Pasir-Jambu,Kinemetrics-Q330S+2019-GSM,Stageof-Bandung,107.4757817,-7.0874767
IA,PBKI,KalimantanTengah,Pangkalan-Bun,Guralp-Minimus+2021-GSM,Stageof-Balikpapan,111.6697,-2.7047
IA,PBLI,NTB,"Pujut,Lombok-Tengah",Nanometrics-Centaur-2019-GSM,Stageof-Mataram,116.2778,-8.8218
IA,PBMMI,Maluku,"Pulau-PulauBabar,MalukuBaratDaya",Quantera-Q8-2023-Idirect,Stageof-Ambon,129.597,-7.86
IA,PBMSI,SulawesiUtara,"Poigar,Bolaang-Mongondow",Nanometrics-Centaur-2022-Idirect,Stageof-Manado,124.282277,0.995298
IA,PBNI,NTB,"Parado,Bima",Guralp-Minimus+2021-Idirect,Stageof-Mataram,118.56852,-8.755
IA,PBSI,SumateraUtara,Pulau-Batu,Nanometrics-Centaur-2019-GSM,Stageof-Gunung-Sitoli,98.28,-0.0547
IA,PCI,SulawesiTengah,Palu,Meisei-G1019-2018-Idirect,Stageof-Palu,119.8367,-0.9055
IA,PCJI,JawaTimur,Pacitan,Nanometrics-Centaur-2023-GSM,Stageof-Nganjuk,111.1771,-8.1947
IA,PCJM,JawaBarat,"Pabuaran,Cirebon",Nanometrics-Centaur-2020-GSM,Stageof-Bandung,108.7192,-6.913
IA,PDLI,NTB,"Tambora,Dompu",Nanometrics-Centaur-2019-GSM,Stageof-Mataram,117.8729,-8.1037
IA,PDSI,SumateraBarat,Padang,Guralp-Minimus+2021-GSM,Stageof-Padang-Panjang,100.4617,-0.9118
IA,PGASI,Aceh,"Pining,GayoLues",Guralp-Minimus+2024-Idirect,Stageof-Aceh-Selatan,97.58889,4.108957
IA,PGJM,Yogyakarta,"Panggang,Gunung-Kidul",Kinemetrics-Q330S+2020-GSM,Stageof-Sleman,110.4142,-8.0102
IA,PICM,SulawesiTengah,"Parigi-Utara,Parigi-Moutong",Nanometrics-Centaur-2019-GSM,Stageof-Palu,120.0887,-0.711
IA,PKCI,SulawesiTenggara,"Palangga,Palangga",Nanometrics-Centaur-2019-GSM,Stageof-Kendari,122.481,-4.2918
IA,PKJI,JawaTengah,"Paninggaran,Pekalongan",Kinemetrics-Q330S+2020-GSM,Stageof-Banjarnegara,109.5798,-7.1678
IA,PKJM,JawaBarat,"Pasawahan,Kuningan",Nanometrics-Centaur-2019-GSM,Stageof-Bandung,108.445,-6.7988
IA,PKKI,KalimantanTengah,"Pahadut,PalangkaRaya",Guralp-Minimus+2024-Idirect,Stageof-Balikpapan,113.9722,-2.24114
IA,PKSI,SumateraSelatan,"Pagar-AlamUtara,Kota-Pagar-Alam,Sumatera",Kinemetrics-Q330S+2019-GSM,Stageof-Lampung-Utara,103.2639,-4.0428
IA,PLAI,NTB,Plampang,Kinemetrics-Q330S+2020-Idirect,Stageof-Mataram,117.7219,-8.7006
IA,PLJI,JawaTimur,"Plosoklaten,Kediri",Kinemetrics-Q330S+2019-GSM,Stageof-Malang,112.1548,-7.8616
IA,PLSI,SumateraBarat,"Pangkalan-KotoBaru,Lima-Puluh-Koto",Kinemetrics-Q330S+2019-GSM,Stageof-Padang-Panjang,100.55398,0.23729
IA,PLSM,SumateraUtara,"Sosa,Padanglawas",Nanometrics-Centaur-2020-Libra,Stageof-Deli-Serdang,99.7759,1.0576
IA,PMBI,SumateraSelatan,Palembang,Kinemetrics-Q330S+2020-GSM,Stageof-Lampung-Utara,104.6993,-2.9024
IA,PMCI,SulawesiBarat,"Pasangkayu,MamujuUtara",Nanometrics-Centaur-2019-GSM,Stageof-Palu,119.398,-1.1748
IA,PMMI,MalukuUtara,"Pulau-Makian,HalmaheraSelatan",Nanometrics-Centaur-2019-Idirect,Stageof-Ternate,127.4158,0.372
IA,PMSI,SulawesiBarat,Majene,Nanometrics-Centaur-2023-GSM,Stageof-Gowa,118.9149,-3.5008
IA,PMTSI,SumateraUtara,"PintuPohan,TobaSamosir",Guralp-Minimus+2024-Idirect,Stageof-Deli-Serdang,99.261673,2.522983
IA,POBSI,SulawesiTenggara,"Poleang,Bombana",Quantera-Q8-2023-Idirect,Stageof-Kendari,122.002,-4.74
IA,POCI,SulawesiTengah,"Poso-Pesisir,Poso",Nanometrics-Centaur-2019-GSM,Stageof-Palu,120.657,-1.42032
IA,POKJI,JawaTimur,"Poncokusumo,Malang",Quantera-Q8-2023-Idirect,Stageof-Malang,112.812,-8.053
IA,PPBI,BangkaBelitung,"PangkalanBaru,BangkaTengah",Guralp-Minimus+2024-Idirect,Stageof-Padang-Panjang,106.1364,-2.16146
IA,PPCM,SulawesiSelatan,"Patampanua,Pinrang",Nanometrics-Centaur-2019-GSM,Stageof-Gowa,119.7269,-3.727
IA,PPI,SumateraBarat,Padangpanjang,Guralp-Minimus+2023-GSM,Stageof-Padang-Panjang,100.3968,-0.455
IA,PPJI,JawaTimur,Tretes,Meisei-G1019-2018-GSM,Stageof-Pasuruan,112.635,-7.7054
IA,PPLI,Lampung,"Punduh-Pedada,Pesawaran",Kinemetrics-Q330S+2019-GSM,Stageof-Lampung-Utara,105.14486,-5.74103
IA,PPSI,SumateraBarat,Pulau-Pagai,Nanometrics-Centaur-2024-Idirect,Stageof-Padang-Panjang,100.01,-2.766
IA,PPSM,Lampung,"Pesisir-Selatan,Pesisir-Barat",Nanometrics-Centaur-2019-GSM,Stageof-Lampung-Utara,104.0153,-5.3181
IA,PRJI,JawaTengah,"Pracimantoro,Wonogiri",Kinemetrics-Q330S+2019-GSM,Stageof-Banjarnegara,110.79178,-8.07216
IA,PRLJI,JawaTimur,"Pasiran,Lumajang",Nanometrics-Centaur-2022-Idirect,Stageof-Malang,113.114018,-8.232273
IA,PRSI,Riau,"Pelalawan,Riau",Guralp-Minimus+2021-Idirect,Stageof-Padang-Panjang,101.822472,0.377521
IA,PSASI,Aceh,"PeusanganSelatan,Bireuen",Guralp-Minimus+2024-Idirect,Stageof-Aceh-Besar,96.7722,5.13581
IA,PSI,SumateraUtara,Parapat,Nanometric-EuropaT-2018-Libra-CTBTO,Stageof-Deli-Serdang,98.924,2.6952
IA,PSJCM,SulawesiSelatan,"Pasimassungu,Kep.Selayar",Kinemetrics-Q330S+2020-GSM,Stageof-Gowa,120.6202,-7.06
IA,PSJM,JawaBarat,"Pelabuhan-Ratu,Sukabumi",Nanometrics-Centaur-2019-GSM,Stageof-Sukabumi,106.5604,-6.9853
IA,PSLI,Lampung,"Rajabasa-P.Sibesi,Lampung-Selatan",Kinemetrics-Quanterra-Q330Splus-2019-GSM,Stageof-Lampung-Utara,105.51004,-5.93732
IA,PSSI,SulawesiUtara,Siau,Nanometrics-Centaur-2018-Libra,Balai-IV-Makassar,125.4045,2.7353
IA,PSSM,Lampung,"Pematang-Sawah,Tanggamus",Nanometrics-Centaur-2019-Libra,Stageof-Lampung-Utara,104.6954,-5.8643
IA,PTJI,Banten,"Pondok-Aren,TangerangSelatan",Kinemetrics-Quanterra-Q330Splus-2019-GSM,Stageof-Tangerang,106.748825,-6.255535
IA,PTSM,SumateraUtara,"Pangaribuan,Tapanuli-Utara",Nanometrics-Centaur-2019-GSM,Stageof-Deli-Serdang,99.166,2.0118
IA,PUPSI,SulawesiTengah,"Pamona Utara,Poso",Quantera-Q8-2023-Idirect,Stageof-Palu,120.676,-1.733
IA,PWCM,SulawesiSelatan,Pitumpanua,Kinemetrics-Quanterra-Q330Splus-2019-GSM,Stageof-Gowa,120.4014,-3.6739
IA,PWJI,JawaTimur,Pagerwojo,Nanometrics-Centaur-2021-GSM,Stageof-Nganjuk,111.8039,-8.22
IA,PWTMI,Maluku,"Iiwaki,MalukuBaratDaya",Guralp-Minimus+2024-Idirect,Stageof-Ambon,126.417549,-7.927273
IA,RAPI,PapuaBaratDaya,"KotaWaisai,RajaAmpat",Guralp-Minimus+2024-Idirect,Stageof-Sorong,130.8212,-0.41021
IA,RASM,SumateraBarat,"Ranah-Ampek-HuluTapan,Pesisir-Selatan",Nanometrics-Centaur-2019-VSATPSN,Stageof-Padang-Panjang,101.0705,-2.16527
IA,RDCM,SulawesiTengah,"Rio-Pakava,Donggala",Nanometrics-Centaur-2019-Libra,Stageof-Palu,119.5524,-1.2955
IA,RGRI,Riau,Rengat,Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,102.3338,-0.3491
IA,RHRSI,Riau,"Rokan-Hilir,Riau",Guralp-Minimus-2021-Idirect,Stageof-Padang-Panjang,101.002914,1.561797
IA,RKCM,SulawesiTenggara,Rauta,Kinemetrics-Quanterra-Q330Splus-2019-Idirect,Stageof-Kendari,121.345,-2.5625
IA,RKPI,Papuabarat,Ransiki,Guralp-Minimus-2021-GSM,Stageof-Sorong,134.1773,-1.5107
IA,RLBSI,Bengkulu,"SelupuRejang,RejangLebong",Guralp-Minimus+2024-Idirect,Stageof-Kepahiang,102.5968,-3.45128
IA,RLSI,SumateraUtara,"Rantau-Selatan,LabuhanBatu",Nanometrics-Centaur-2019-GSM,Stageof-Deli-Serdang,99.8553,2.0686
IA,RMSM,SumateraSelatan,"Rawas-Hulu,Musi-Rawas",Nanometrics-Centaur-2019-GSM,Stageof-Lampung-Utara,102.7617,-2.62326
IA,RNFM,NTT,"Riung,Ngada",Kinemetrics-Quanterra-Q330Splus-2020-GSM,Stageof-Kupang,121.0262,-8.4294
IA,RONI,NTT,Rote,Quantera-Q8-2024-Fiberoptic,Stageof-Kupang,123.0732,-10.7658
IA,ROTTI,NusaTenggaraTimur,"RoteBaratDaya,RoteNdao",Quantera-Q8-2023-Idirect,Stageof-Kupang,123.013,-10.806
IA,RRHRI,Riau,"Rokan-IV-Kota,Rokan-Hulu",Nanometrics-Centaur-2022-Idirect,Stageof-Padang-Pajang,100.427397,0.571374
IA,RRSI,Riau,"Rambah,Rokan-Hulu",Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,100.34611,0.84096
IA,RSMSI,SumateraUtara,"Raya,Simalungun",Guralp-Minimus+2024-Idirect,Stageof-Deli-Serdang,98.8611,2.95914
IA,RSNI,NTB,"Ropang,Sumbawa",Guralp-Minimus-2021-Idirect,Stageof-Mataram,117.482956,-8.885942
IA,RSSM,SumateraUtara,"Ronggurnihuta,Samosir",Nanometrics-Centaur-2019-Libra,Stageof-Deli-Serdang,98.7832,2.5981
IA,RTBI,Bali,"Rangdo,Negare",Guralp-Minimus-2021-GSM,Stageof-Denpasar,114.942,-8.4597
IA,SAASI,Aceh,"Seulimum,Aceh Besar",Quantera-Q8-2023-Idirect,Stageof-Aceh-Besar,95.525,5.562
IA,SADLY,Banten,Gunung-Kencana,Nanometrics-Centaur-2021-GSM,Stageof-Tangerang,106.074132,-6.5737854
IA,SAKJI,DIY,"Samigaluh,Kulonprogo",Quantera-Q8-2023-Idirect,Stageof-Sleman,110.155,-7.686
IA,SAMKI,KalimantanBarat,"Meliau,Sanggau",Guralp-Minimus+2023-Idirect,Stageof-Sleman,110.36367,-0.189253
IA,SANI,MalukuUtara,Sanana,Kinemetrics-QuanterraQ330-2009-Idirect,Stageof-Ambon,125.9881,-2.0497
IA,SAPSI,SulawesiTengah,"Sausu,ParigiMoutong",Quantera-Q8-2023-Idirect,Stageof-Palu,120.464,-1
IA,SASI,SumateraBarat,Simpang-Empat,Meisei-G1019-2018-Idirect,Stageof-Padang-Panjang,99.8754,0.1241
IA,SASM,Aceh,"Sampoiniet,Aceh-Jaya",Nanometrics-Centaur-2019-GSM,Stageof-Aceh-Besar,95.6091,5.1272
IA,SATPI,Papua,"SarmiTimur,Sarmi",Quantera-Q8-2023-Idirect,Stageof-Angkasa,138.87,-1.972
IA,SAUI,Maluku,Saumlaki,Kinemetrics-QuanterraQ330-2009-GSM,Stageof-Maluku-Tenggara-Barat,131.2988,-7.9826
IA,SBBM,Bali,Seririt,Kinemetrics-Quanterra-Q330Splus-2019-GSM,Stageof-Denpasar,114.9179,-8.2031
IA,SBJI,Banten,Serang,GuralpMinimus+2022-GSM,Stageof-Tangerang,106.1318,-6.1117
IA,SBNI,NTT,Sabu,Nanometrics-Centaur-2021-GSM,Stageof-Kupang,121.8457,-10.4917
IA,SBSI,SumateraUtara,"Batangonang,PadanglawasUtara",Guralp-Minimus+2024-Idirect,Stageof-Deli-Serdang,99.4309,1.39876
IA,SBSM,SumateraBarat,"Sungai-Beremas,Pasaman-Barat",Nanometrics-Centaur-2019-Libra,Stageof-Padang-Panjang,99.3773,0.1979
IA,SBSSI,SulawesiTengah,"Sigi Biromaru,Sigi",Quantera-Q8-2023-Idirect,Stageof-Palu,119.889,-1.206
IA,SCJI,JawaTengah,Gunung-Srandil,Guralp-Minimus-2022-GSM,Stageof-Banjarnegara,109.1689,-7.681
IA,SCJM,JawaBarat,"Sukaluyu,Cianjur",Nanometrics-Centaur-2019-GSM,Stageof-Sukabumi,107.2221,-6.8437
IA,SDCI,SulawesiTengah,"Sindue,Donggala",Nanometrics-Centaur-2019-GSM,Stageof-Palu,119.777,-0.4084
IA,SDSI,SumateraBarat,Sungai-Dareh,Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,101.428,-0.9325
IA,SDSM,SumateraUtara,"Sidikalang,Dairi",Nanometrics-Centaur-2019-GSM,Stageof-Aceh-Selatan,98.295,2.7545
IA,SEJI,JawaTimur,"Senori,Tuban",Kinemetrics-Quanterra-Q330Splus-2019-GSM,Stageof-Nganjuk,111.7288,-7.0051
IA,SEMI,Maluku,"Seram-UtaraTimur-Seti,Maluku-Tengah",Nanometrics-Centaur-2019-GSM,Stageof-Ambon,129.8209,-2.917
IA,SGKI,KalimantanTimur,Sangata,Nanometrics-Centaur-2019-GSM,Stageof-Balikpapan,117.6043,0.5302
IA,SGRJI,JawaBarat,"Selawi,Garut",Guralp-Minimus+2024-Idirect,Stageof-Bandung,108.0187,-7.01007
IA,SGSI,SulawesiUtara,Sangihe,GuralpMinimus+2022-GSM,Stageof-Manado,125.5286,3.686
IA,SICJI,JawaTengah,"Sidareja,Cilacap",Quantera-Q8-2023-Idirect,Stageof-Banjarnegara,108.808,-7.472
IA,SIJI,PapuaBarat,Sorong,Nanometrics-Trident-305-2010-Libra-CTBTO,Stageof-Sorong,131.2661,-0.8691
IA,SIJM,JawaTimur,"Sidoarjo,Sidoarjo",Nanometrics-Centaur-2019-GSM,Stageof-Pasuruan,112.760449,-7.410065
IA,SIRSI,Riau,"Siak,Riau",Guralp-Minimus-2021-Idirect,Stageof-Padang-Panjang,101.236481,0.891736
IA,SISI,SumateraBarat,"Saibi,KepulauanMentawai",Guralp-Minimus+2024-Idirect,Stageof-Padang-Panjang,99.0895,-1.32637
IA,SISM,Aceh,"Silih-Nara,Aceh-Tengah",Nanometrics-Centaur-2019-GSM,Stageof-Aceh-Besar,96.525,4.6895
IA,SISMI,SumateraBarat,"SiberutSelatan,KepulauanMentawai",Quantera-Q8-2023-Idirect,Stageof-Padang-Panjang,99.14018,-1.7806
IA,SIUMI,SumateraBarat,"Siberut Utara,Kepulauan Mentawai",Quantera-Q8-2023-Idirect,Stageof-Padang-Panjang,98.98,-1.126
IA,SJPM,Papua,Sentani,Kinemetric-QuanteraQ330s+-2020-Idirect,Stageof-Jayapura,140.5029,-2.5698
IA,SKJI,JawaBarat,Sukabumi,Guralp-Minimus+2024-GSM,Stageof-Sukabumi,106.5563,-7.0053
IA,SKPM,Papua,"Senggi,Keerom",Kinemetric-QuanteraQ330s+-2020-VSATPSN,Stageof-Jayapura,140.7256,-3.4485
